continent,country,year,pop,gdpPercap,lifeexp,infmort,fertility
Americas,Barbados,1985,255929,7313.42767330002,71.54,19.5,1.83
Americas,Barbados,1990,260374,8442.68617450283,73,16,1.74
Americas,Barbados,1995,264962,8156.50434401914,73.3,14,1.73
Americas,Barbados,2000,269838,9482.91214728837,74,14.8,1.77
Americas,Barbados,2005,274013,9333.23601070022,75,15.1,1.82
Americas,Barbados,2010,279566,,75.2,13.6,1.84
Americas,Barbados,2015,284215,,75.7,12,1.86
Europe,Belarus,1960,8190027,,71.59,,2.74
Europe,Belarus,1965,8607031,,72.7,,2.54
Europe,Belarus,1970,9039436,,71.94,,2.3
Europe,Belarus,1975,9365830,,71.63,,2.16
Europe,Belarus,1980,9654455,,70.57,19.4,2.08
Europe,Belarus,1985,9990966,,70.28,16,2.09
Europe,Belarus,1990,10231983,1403.85609465927,70.5,13.5,1.89
Europe,Belarus,1995,10159731,923.137199301832,68.2,14.4,1.47
Europe,Belarus,2000,9952055,1279.82175389907,68.1,11.4,1.23
Europe,Belarus,2005,9640616,1897.59441990014,68.7,7.4,1.32
Europe,Belarus,2010,9492122,2739.33811670352,70.2,4.7,1.46
Europe,Belarus,2015,9495826,,71,3.4,1.51
Europe,Belgium,1960,9140563,7465.25852007147,69.59,29.5,2.6
Europe,Belgium,1965,9440279,9227.99765737856,70.51,24.1,2.56
Europe,Belgium,1970,9664320,11349.9283461226,70.89,20.6,2.21
Europe,Belgium,1975,9769006,13406.9431794801,71.9,15.8,1.84
Europe,Belgium,1980,9855747,15530.5211342174,73.18,12.2,1.63
Europe,Belgium,1985,9893499,16215.7128609403,74.41,9.9,1.56
Europe,Belgium,1990,9978241,18717.6288410953,76,8.3,1.58
Europe,Belgium,1995,10161914,19890.5254536695,76.9,6.3,1.61
Europe,Belgium,2000,10268380,22659.1485096968,77.8,4.8,1.63
Europe,Belgium,2005,10561436,23845.7243461022,79.1,4.1,1.75
Europe,Belgium,2010,10929978,24441.3205953388,80.1,3.6,1.84
Europe,Belgium,2015,11299192,,80.5,3.3,1.86
Americas,Belize,1960,92068,939.873832384759,60.08,,6.5
Americas,Belize,1965,106121,1037.44525588715,62.95,,6.4
Americas,Belize,1970,122179,1171.47843737467,65.72,70.3,6.3
Americas,Belize,1975,133261,1525.25597136447,67.93,59.2,6.28
Americas,Belize,1980,144151,2005.97162697449,69.78,50.5,5.85
Americas,Belize,1985,164916,1786.50115210168,71.34,41.9,5.02
Americas,Belize,1990,187552,2496.90752431326,71.4,32.2,4.51
Americas,Belize,1995,206962,3000.89982992047,70.5,25.1,4.11
Americas,Belize,2000,247312,3364.46458198551,69,21.1,3.59
Americas,Belize,2005,283279,3817.97988202444,70,18.5,3.12
Americas,Belize,2010,321609,3798.17243609476,71.2,16.3,2.8
Americas,Belize,2015,359287,,71.7,14.2,2.6
Africa,Benin,1960,2431620,255.713117592387,38.29,186.9,6.28
Africa,Benin,1965,2632360,276.714906851646,40.93,170.2,6.54
Africa,Benin,1970,2907769,286.05259609687,43.93,157.1,6.75
Africa,Benin,1975,3262959,272.373899304282,46.93,143.5,6.93
Africa,Benin,1980,3718024,291.621626971746,49.34,128.7,7.03
Africa,Benin,1985,4287263,315.595621962077,52.33,118.9,6.97
Africa,Benin,1990,5001271,282.291070010003,56.1,108,6.74
Africa,Benin,1995,5985658,290.360455441992,56.7,97.2,6.37
Africa,Benin,2000,6949366,324.466819707006,57.2,89.3,5.98
Africa,Benin,2005,8182362,333.297429886382,58.6,78.8,5.55
Africa,Benin,2010,9509798,350.880359393543,60.8,71,5.1
Africa,Benin,2015,10879829,,62.3,64.2,4.69
Asia,Bhutan,1960,224108,,35.94,175,6.67
Asia,Bhutan,1965,252629,,38.68,,6.67
Asia,Bhutan,1970,291457,,42.31,181.2,6.67
Asia,Bhutan,1975,349146,,47.21,157.1,6.69
Asia,Bhutan,1980,412561,,52.12,134.3,6.55
Asia,Bhutan,1985,469010,320.127345898808,56.69,112.9,6.31
Asia,Bhutan,1990,535505,485.176837191063,61.4,93.3,5.64
Asia,Bhutan,1995,508897,619.206787424567,63.8,75.3,4.6
Asia,Bhutan,2000,564187,758.274857981485,65.9,59,3.61
Asia,Bhutan,2005,651163,976.201309196008,69.3,45.3,2.79
Asia,Bhutan,2010,720246,1334.77381602952,71.4,34.1,2.38
Asia,Bhutan,2015,774830,,72.7,27.2,2.15
Americas,Bolivia,1960,3693451,812.740088334731,43.77,173.4,6.7
Americas,Bolivia,1965,4070590,936.139028740305,45.62,159.4,6.59
Americas,Bolivia,1970,4505774,867.592650452508,47.44,144.4,6.58
Americas,Bolivia,1975,5009259,1033.99508090917,50.19,127.9,6.18
Americas,Bolivia,1980,5589572,1025.60521002324,54.21,112.3,5.52
Americas,Bolivia,1985,6211549,837.083088936431,58.22,99.5,5.13
Americas,Bolivia,1990,6856246,846.093580802089,61.6,85.6,4.91
Americas,Bolivia,1995,7566716,937.138858654137,64.4,72.2,4.58
Americas,Bolivia,2000,8339512,1006.99635734081,67.6,58.8,4.14
Americas,Bolivia,2005,9125405,1071.50771708215,70.2,46.6,3.72
Americas,Bolivia,2010,9918245,1234.13093606782,71.8,36.8,3.36
Americas,Bolivia,2015,10724705,,73.2,30.6,3.14
Europe,Bosnia and Herzegovina,1960,3214520,,62.56,105,4.05
Europe,Bosnia and Herzegovina,1965,3524596,,66.14,,3.5
Europe,Bosnia and Herzegovina,1970,3745637,,69.49,60,2.88
Europe,Bosnia and Herzegovina,1975,3971608,,72.71,,2.41
Europe,Bosnia and Herzegovina,1980,4144726,,74.82,30.7,2.09
Europe,Bosnia and Herzegovina,1985,4369527,,76.95,24.1,1.95
Europe,Bosnia and Herzegovina,1990,4526996,,72.7,16.2,1.71
Europe,Bosnia and Herzegovina,1995,3879278,418.151011605768,67,12.3,1.53
Europe,Bosnia and Herzegovina,2000,3792878,1451.66400184767,75.7,7.9,1.38
Europe,Bosnia and Herzegovina,2005,3833377,1829.44914027501,77,7.1,1.2
Europe,Bosnia and Herzegovina,2010,3835258,2140.50181239437,77.9,6.4,1.24
Europe,Bosnia and Herzegovina,2015,3810416,,78.9,5.1,1.32
Africa,Botswana,1960,524029,237.507719992596,50.34,115.5,6.62
Africa,Botswana,1965,595741,283.743837002993,52,99.8,6.69
Africa,Botswana,1970,693021,409.608247369127,54.3,85.3,6.64
Africa,Botswana,1975,822029,785.786522616599,57.45,69.5,6.48
Africa,Botswana,1980,996331,1153.7873939484,60.24,54.7,6.22
Africa,Botswana,1985,1182942,1564.06765166847,62.44,44.4,5.57
Africa,Botswana,1990,1379814,2340.07843665885,62.3,41.8,4.7
Africa,Botswana,1995,1576291,2497.92676288832,56.8,48.9,3.99
Africa,Botswana,2000,1736579,3243.3831861378,47.6,52.4,3.41
Africa,Botswana,2005,1864003,3904.41903366035,49.3,44.8,3.02
Africa,Botswana,2010,2047831,4105.88904455495,55.6,39.8,2.76
Africa,Botswana,2015,2262485,,58.7,34.8,2.54
Americas,Brazil,1960,72493585,1453.14070969176,55.27,129.4,6.21
Americas,Brazil,1965,84130061,1562.94398424363,57.66,114.5,5.82
Americas,Brazil,1970,95982453,1990.90772207083,59.73,102.5,5.02
Americas,Brazil,1975,108431284,2873.81132107594,61.84,89.8,4.5
Americas,Brazil,1980,122199721,3521.92894174447,63.81,75.9,4.07
Americas,Brazil,1985,136836428,3319.6325571068,65.76,61.4,3.45
Americas,Brazil,1990,150393143,3336.4018685812,67.9,50.9,2.81
Americas,Brazil,1995,162755054,3585.91279055457,69,39.7,2.5
Americas,Brazil,2000,175786441,3667.52877772296,70.7,28.1,2.36
Americas,Brazil,2005,188479240,3924.1092281516,72.4,19.5,2.07
Americas,Brazil,2010,198614208,4629.51408852885,73.6,14.8,1.84
Americas,Brazil,2015,207847528,,74.4,14.6,1.78
Asia,Brunei,1960,81825,,62.52,63,6.49
Asia,Brunei,1965,102525,,65.21,,6.07
Asia,Brunei,1970,129729,,67.38,58,5.75
Asia,Brunei,1975,160799,22139.1914128819,69.32,,5.37
Asia,Brunei,1980,193057,29910.8272582709,70.95,19,4.25
Asia,Brunei,1985,223049,21490.3024537209,72.41,11.2,3.79
Asia,Brunei,1990,256939,18717.6286316986,73.8,9.4,3.53
Asia,Brunei,1995,295010,19040.758414969,74.7,8.3,2.93
Asia,Brunei,2000,330554,18154.8349679629,75.9,7.6,2.4
Asia,Brunei,2005,361889,18374.3227702417,76.7,7.3,2.18
Asia,Brunei,2010,393302,17471.3652790985,77.1,7.7,2.05
Asia,Brunei,2015,423188,,77.1,8.6,1.96
Europe,Bulgaria,1960,7866472,,69.22,49,2.25
Europe,Bulgaria,1965,8206564,,71.35,39.4,2.17
Europe,Bulgaria,1970,8494765,,71.32,34.1,2.14
Europe,Bulgaria,1975,8727332,,71.11,29.8,2.19
Europe,Bulgaria,1980,8865235,1293.17452081079,71.17,24.5,2.11
Europe,Bulgaria,1985,8960387,1508.24868591055,71.15,19.7,2
Europe,Bulgaria,1990,8821111,1651.06544991895,71.4,18.4,1.77
Europe,Bulgaria,1995,8358116,1526.38477498996,71,19.4,1.34
Europe,Bulgaria,2000,8000510,1612.84050341791,71.6,17.9,1.18
Europe,Bulgaria,2005,7682614,2192.86704915801,72.6,13.6,1.33
Europe,Bulgaria,2010,7407297,2598.3450655482,73.7,11.2,1.49
Europe,Bulgaria,2015,7149787,,74.8,9.3,1.57
Africa,Burkina Faso,1960,4829291,123.540325691701,35.21,161.3,6.29
Africa,Burkina Faso,1965,5174869,133.398911585974,37.8,153,6.45
Africa,Burkina Faso,1970,5624597,141.372654236384,40.27,149.3,6.62
Africa,Burkina Faso,1975,6154548,150.186761676081,43,136.6,6.86
Africa,Burkina Faso,1980,6822840,161.31668806538,47.61,117.6,7.13
Africa,Burkina Faso,1985,7727912,173.998752573787,51.08,109,7.14
Africa,Burkina Faso,1990,8811033,176.554486063098,51.4,102.5,7.01
Africa,Burkina Faso,1995,10089876,186.779328110673,51.3,101.4,6.84
Africa,Burkina Faso,2000,11607944,224.927476304159,52.6,96.2,6.59
Africa,Burkina Faso,2005,13421929,266.806757732067,55.9,86,6.27
Africa,Burkina Faso,2010,15632066,297.827235888078,59,69.7,5.87
Africa,Burkina Faso,2015,18105570,,60.9,60.9,5.43
Africa,Burundi,1960,2786740,122.410689551232,40.58,145.1,6.95
Africa,Burundi,1965,3079034,119.915663516544,41.95,143.6,7.18
Africa,Burundi,1970,3457113,151.585787765688,42.76,146.4,7.31
Africa,Burundi,1975,3676991,146.45052751013,44.02,145.7,7.42
Africa,Burundi,1980,4126544,159.696721493821,45.93,131.1,7.45
Africa,Burundi,1985,4774258,177.877769278493,47.08,106.9,7.52
Africa,Burundi,1990,5613141,181.575168519729,45.6,103.9,7.54
Africa,Burundi,1995,6239030,143.849526673217,44.5,103.2,7.32
Africa,Burundi,2000,6767073,123.441081040503,46.7,93.4,7.06
Africa,Burundi,2005,7934213,117.255427110414,54.7,79.7,6.73
Africa,Burundi,2010,9461117,122.492312799852,60.4,63.8,6.3
Africa,Burundi,2015,11178921,,61.4,54.1,5.85
Asia,Cambodia,1960,5722370,,42.29,,6.97
Asia,Cambodia,1965,6467196,,43.45,,6.87
Asia,Cambodia,1970,7022185,,43.28,,6.48
Asia,Cambodia,1975,7551988,,21.69,178.2,5.62
Asia,Cambodia,1980,6718241,,28.16,117.3,5.69
Asia,Cambodia,1985,7743065,,55.5,87.5,6.21
Asia,Cambodia,1990,9008856,,57.6,85.4,5.62
Asia,Cambodia,1995,10694459,240.096495858276,58.1,87.6,4.62
Asia,Cambodia,2000,12197905,299.562237613754,60,80.4,3.75
Asia,Cambodia,2005,13320058,428.733390650401,64,53.3,3.23
Asia,Cambodia,2010,14363586,549.223563043379,67,36.7,2.97
Asia,Cambodia,2015,15577899,,69.4,24.6,2.8
Africa,Cameroon,1960,5361367,473.376301230638,43.46,166.9,5.65
Africa,Cameroon,1965,5987671,525.420935285189,46.13,152.2,5.95
Africa,Cameroon,1970,6770967,498.031277216386,48.97,126.2,6.21
Africa,Cameroon,1975,7740196,600.746257459113,52.13,114.3,6.39
Africa,Cameroon,1980,8932121,709.668345178038,55.06,109.2,6.61
Africa,Cameroon,1985,10381098,954.024760579276,57.17,92.4,6.7
Africa,Cameroon,1990,12070359,728.450765880286,58.4,85.6,6.43
Africa,Cameroon,1995,13929575,573.618068246878,56.5,93,5.99
Africa,Cameroon,2000,15927713,632.547832259408,54.3,91.9,5.62
Africa,Cameroon,2005,18126999,666.773425319878,54.9,77.8,5.36
Africa,Cameroon,2010,20590666,679.269757180268,57.8,66.2,5.02
Africa,Cameroon,2015,23344179,,59.4,57.1,4.63
Americas,Canada,1960,17909232,9374.76608310172,71,27.8,3.91
Americas,Canada,1965,19693538,11274.7034629329,71.74,23.1,3.15
Americas,Canada,1970,21439200,12916.5326063473,72.58,18.5,2.31
Americas,Canada,1975,23140609,14837.4368754513,73.41,14.2,1.83
Americas,Canada,1980,24515788,16804.0967949715,75.05,10.3,1.68
Americas,Canada,1985,25848173,18249.7391593209,76.31,8,1.61
Americas,Canada,1990,27662440,19652.7923292378,77.4,6.8,1.72
Americas,Canada,1995,29299478,20207.0715039701,78,5.7,1.67
Americas,Canada,2000,30701903,23611.528597527,79.2,5.2,1.51
Americas,Canada,2005,32256333,25481.5508625237,80.2,5.3,1.57
Americas,Canada,2010,34126173,25575.2229704456,81.3,4.9,1.63
Americas,Canada,2015,35939927,,81.7,4.3,1.68
Africa,Cape Verde,1960,202316,,50.12,,6.89
Africa,Cape Verde,1965,231427,,51,,6.99
Africa,Cape Verde,1970,270197,,53.78,112.4,6.94
Africa,Cape Verde,1975,272575,,58.3,78,6.77
Africa,Cape Verde,1980,285599,588.246161576196,62.41,62.6,6.38
Africa,Cape Verde,1985,313976,736.844505312508,66.12,58,5.88
Africa,Cape Verde,1990,341256,820.661739280775,68.7,48.2,5.31
Africa,Cape Verde,1995,389156,927.501850157777,68.3,43.7,4.55
Africa,Cape Verde,2000,438737,1229.04394363822,68.4,29.1,3.7
Africa,Cape Verde,2005,474224,1477.49680404197,69.3,23.2,2.9
Africa,Cape Verde,2010,490379,1981.33834218023,71.1,23.3,2.43
Africa,Cape Verde,2015,520502,,72.9,20.7,2.22
Africa,Central African Republic,1960,1503501,355.824650598836,37.43,165.5,5.84
Africa,Central African Republic,1965,1648830,335.489341411789,39.92,151.7,5.94
Africa,Central African Republic,1970,1828710,354.141919167063,43.36,137,5.95
Africa,Central African Republic,1975,2017379,353.172314324676,47.6,126,5.95
Africa,Central African Republic,1980,2274095,323.328798093307,50.61,118.4,5.95
Africa,Central African Republic,1985,2627424,310.243654164688,50.57,115.7,5.94
Africa,Central African Republic,1990,2937832,277.277995780562,48.4,115.3,5.78
Africa,Central African Republic,1995,3335840,256.400427178762,46.7,115.4,5.6
Africa,Central African Republic,2000,3726048,257.488108204725,45.3,113.6,5.45
Africa,Central African Republic,2005,4055608,225.339515776673,45.5,109.3,5.09
Africa,Central African Republic,2010,4444973,237.149250625369,47.9,101.7,4.63
Africa,Central African Republic,2015,4900274,,49.6,91.5,4.2
Africa,Chad,1960,3002596,249.841616720997,40.95,,6.25
Africa,Chad,1965,3310921,233.612272899293,43.01,,6.34
Africa,Chad,1970,3644911,227.546735215208,45.72,135.9,6.53
Africa,Chad,1975,4088858,210.248087069788,48.45,130,6.78
Africa,Chad,1980,4512795,147.333400320644,50.56,126.6,6.96
Africa,Chad,1985,5092650,199.807938303241,52.51,121.5,7.12
Africa,Chad,1990,5958022,185.586645870056,53.7,115.8,7.31
Africa,Chad,1995,7001634,173.97881394543,53.6,110.9,7.43
Africa,Chad,2000,8343321,166.007152787241,51.5,105.7,7.35
Africa,Chad,2005,10067932,299.761757131455,53,100.4,7.07
Africa,Chad,2010,11896380,283.225166563274,55.8,93.6,6.6
Africa,Chad,2015,14037472,,57.4,85,6.04
Americas,Chile,1960,7695692,1830.52676679368,56.85,127.6,5.58
Americas,Chile,1965,8612074,1958.71259327312,59.03,96.5,5
Americas,Chile,1970,9561868,2204.96687948422,61.74,67.6,4.02
Americas,Chile,1975,10420590,1889.23026076259,65.02,55.3,3.16
Americas,Chile,1980,11234340,2487.91076066774,68.7,28.2,2.68
Americas,Chile,1985,12108576,2412.62775911883,71.42,18.9,2.66
Americas,Chile,1990,13141202,3078.53320738849,73.1,16,2.62
Americas,Chile,1995,14193986,4322.86702220222,75.4,11,2.39
Americas,Chile,2000,15170387,4957.71873057688,77.3,9.2,2.09
Americas,Chile,2005,16096571,5671.26101925684,78.2,7.7,1.94
Americas,Chile,2010,17015048,6467.333150456,78.5,7.6,1.86
Americas,Chile,2015,17948141,,79.4,7,1.8
Asia,China,1960,644450173,109.160537474167,30.53,190,3.99
Asia,China,1965,706590947,101.355466831363,54.28,81,6.02
Asia,China,1970,808510713,123.773088242308,61,80.4,5.75
Asia,China,1975,905580445,147.262688101663,60.78,62.6,3.58
Asia,China,1980,977837433,187.08745877905,63.92,48,2.32
Asia,China,1985,1052622410,289.240497613954,65.87,42.2,2.65
Asia,China,1990,1154605773,385.065247134357,66.7,42.1,2.43
